student_id,course_id,gender,enrollment_reason,enrollment_status,time_spent,time_spent_hours,total_points_possible,total_points_earned,proportion_earned,pass_fail,subject,semester,section,int,val,percomp,tv,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,date.x,post_int,post_uv,post_tv,post_percomp,date.y,date
77980,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,3031.3165,50.52194166666666,1217.0,1154.0,94.82,Pass,Forensics,S216,02,4.4,4.333333333333333,4.0,4.428571428571429,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2016-01-25T21:05:00Z,,,,,,
87988,FrScA-S216-02,F,Course Unavailable at Local School,Dropped,7.8831,0.131385,1217.0,40.0,3.29,Fail,Forensics,S216,02,5.0,4.333333333333333,4.5,4.714285714285714,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2016-02-02T16:27:00Z,,,,,,
88048,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2269.133,37.81888333333333,1217.0,1134.0,93.18,Pass,Forensics,S216,02,3.6,2.6666666666666665,3.0,3.2857142857142856,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2016-01-28T16:52:00Z,,,,,,
89994,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2310.3333,38.505554999999994,1217.0,1114.0,91.54,Pass,Forensics,S216,02,4.6,3.6666666666666665,4.0,4.142857142857143,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2016-02-05T14:36:00Z,,,,,,
91410,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,857.6167,14.293611666666667,1217.0,743.0,61.05,Pass,Forensics,S216,02,3.4,3.333333333333333,2.5,3.4285714285714284,4.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2016-04-27T02:12:00Z,,,,,,
91550,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1722.1833,28.703055,1217.0,855.0,70.25,Pass,Forensics,S216,02,3.8,4.0,2.0,3.857142857142857,4.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2016-03-24T01:48:00Z,,,,,,
91607,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,608.0833,10.134721666666668,1217.0,853.0,70.09,Pass,Forensics,S216,02,4.4,4.333333333333333,4.0,4.428571428571429,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,2016-03-22T02:49:00Z,,,,,,
91943,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,3429.0336,57.150560000000006,1217.0,1133.0,93.1,Pass,Forensics,S216,02,5.0,4.666666666666667,4.5,4.857142857142857,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2016-02-16T05:20:00Z,,,,,,
95476,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1038.0003,17.300005,1217.0,834.0,68.53,Pass,Forensics,S216,02,5.0,5.0,4.5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2016-01-27T13:19:00Z,,,,,,
95919,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1636.5333,27.275555,1217.0,1151.75,94.64,Pass,Forensics,S216,02,,,,,,,,,,,,,,,,,,,,,
95923,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1276.7667,21.279445,1217.0,1126.0,92.52,Pass,Forensics,S216,02,4.2,3.333333333333333,3.0,3.857142857142857,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2016-01-27T15:23:00Z,,,,,,
95925,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2111.8333,35.197221666666664,1217.0,1128.0,92.69,Pass,Forensics,S216,02,5.0,3.6666666666666665,3.0,4.428571428571429,5.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,2016-01-27T16:40:00Z,,,,,,
96082,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1250.7833,20.846388333333334,1217.0,727.0,59.74,Pass,Forensics,S216,02,3.6,3.6666666666666665,3.5,3.571428571428572,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2016-02-23T15:27:00Z,,,,,,
96134,FrScA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,2047.7501,34.12916833333333,1217.0,1104.0,90.71,Pass,Forensics,S216,02,5.0,3.333333333333333,4.5,4.285714285714286,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2016-01-28T18:04:00Z,,,,,,
96142,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1548.7666,25.812776666666664,1217.0,1104.0,90.71,Pass,Forensics,S216,02,4.4,3.333333333333333,3.5,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,2016-01-28T17:25:00Z,,,,,,
96189,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1268.1002,21.135003333333334,1217.0,1090.0,89.56,Pass,Forensics,S216,02,4.8,3.333333333333333,2.5,4.142857142857143,5.0,3.0,2.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,2016-02-04T17:53:00Z,,,,,,
96280,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,914.8667,15.247778333333335,1217.0,1009.0,82.91,Pass,Forensics,S216,02,4.2,3.6666666666666665,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2016-02-09T02:42:00Z,,,,,,
96414,FrScA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,310.9335,5.182225,1217.0,920.0,75.6,Pass,Forensics,S216,02,4.8,3.333333333333333,3.5,4.142857142857143,5.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,2016-02-01T14:12:00Z,,,,,,
96433,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2427.9167,40.46527833333334,1217.0,1154.0,94.82,Pass,Forensics,S216,02,4.0,3.0,3.0,3.571428571428572,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2016-02-06T03:13:00Z,,,,,,
96769,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,510.8667,8.514445,1217.0,704.0,57.85,Pass,Forensics,S216,02,4.8,5.0,4.5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2016-02-04T12:58:00Z,,,,,,
96841,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1670.95,27.84916666666667,1217.0,1148.0,94.33,Pass,Forensics,S216,02,5.0,3.0,3.5,4.142857142857143,5.0,3.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,2016-02-09T17:32:00Z,,,,,,
97441,FrScA-S216-02,M,Credit Recovery,Approved/Enrolled,208.6664,3.4777733333333334,1217.0,399.0,32.79,Fail,Forensics,S216,02,4.4,,3.0,,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,,5.0,2016-04-21T15:36:00Z,,,,,,
51943,FrScA-S216-03,M,Learning Preference of the Student,Withdrawn,3.4501,0.057501666666666666,1222.0,70.0,5.73,Fail,Forensics,S216,03,3.8,3.6666666666666665,3.5,3.7142857142857135,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2016-02-17T19:30:00Z,,,,,,
85348,FrScA-S216-03,F,Course Unavailable at Local School,Approved/Enrolled,608.2501,10.137501666666667,1222.0,973.85,79.69,Pass,Forensics,S216,03,4.4,3.0,4.0,3.7142857142857135,4.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,2016-01-26T19:13:00Z,,,,,,
94369,FrScA-S216-03,F,Course Unavailable at Local School,Approved/Enrolled,1753.5833,29.226388333333333,1222.0,852.9,69.8,Pass,Forensics,S216,03,4.0,3.333333333333333,3.5,3.7142857142857135,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2016-01-27T15:28:00Z,,,,,,
69544,FrScA-S216-04,F,Course Unavailable at Local School,Approved/Enrolled,2673.3831,44.556385,1217.0,1152.75,94.72,Pass,Forensics,S216,04,,,,,,,,,,,,,,,,,,,,,
85867,FrScA-S216-04,F,Course Unavailable at Local School,Approved/Enrolled,1283.4669,21.391115,1217.0,1073.26,88.19,Pass,Forensics,S216,04,5.0,3.6666666666666665,4.0,4.428571428571429,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2016-02-19T01:18:00Z,,,,,,
86002,FrScA-S216-04,F,Other,Approved/Enrolled,501.1839,8.353064999999999,1217.0,1112.35,91.4,Pass,Forensics,S216,04,4.4,4.0,3.5,4.142857142857143,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,2016-02-04T19:20:00Z,,,,,,
88311,FrScA-S216-04,M,Course Unavailable at Local School,Approved/Enrolled,1660.9829,27.683048333333332,1217.0,1147.75,94.31,Pass,Forensics,S216,04,5.0,3.0,4.0,4.142857142857143,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2016-02-03T17:56:00Z,,,,,,
96048,FrScA-S216-04,M,Learning Preference of the Student,Approved/Enrolled,1665.1665,27.752775,1217.0,904.26,74.3,Pass,Forensics,S216,04,4.0,2.0,3.5,3.142857142857143,5.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,2016-02-01T19:08:00Z,,,,,,
64930,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,3424.5662,57.076103333333336,1212.0,1045.19,86.24,Pass,Forensics,T116,01,5.0,3.333333333333333,3.0,4.285714285714286,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,2015-09-08T22:57:00Z,,,,,,
72287,FrScA-T116-01,F,Learning Preference of the Student,Approved/Enrolled,3946.5666,65.77611,1212.0,1106.9,91.33,Pass,Forensics,T116,01,4.4,3.333333333333333,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,2015-09-09T14:36:00Z,,,,,,
87693,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,2479.8167,41.33027833333333,1212.0,1090.47,89.97,Pass,Forensics,T116,01,,,,,,,,,,,,,,,,,,,,,
87866,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,1988.8836,33.14806,1212.0,1144.42,94.42,Pass,Forensics,T116,01,3.8,3.333333333333333,3.5,3.571428571428572,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2015-09-08T21:16:00Z,,,,,,
44638,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1382.7001,23.045001666666668,1676.0,1384.23,82.59,Pass,Oceanography,S116,01,4.0,3.0,3.0,3.571428571428572,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2015-09-09T13:41:00Z,,,,,,
54066,OcnA-S116-01,F,Other,Approved/Enrolled,2625.5164,43.758606666666665,1676.0,1594.73,95.15,Pass,Oceanography,S116,01,4.6,4.666666666666667,4.0,4.714285714285714,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,2015-09-09T14:10:00Z,5.0,4.666666666666667,4.857142857142857,4.0,2015-09-14T14:18:00Z,
54346,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1191.3836,19.856393333333333,1676.0,902.07,53.82,Pass,Oceanography,S116,01,4.4,2.0,3.0,3.2857142857142856,4.0,2.0,2.0,5.0,5.0,3.0,4.0,5.0,1.0,3.0,2015-09-09T14:41:00Z,4.0,2.6666666666666665,3.4285714285714284,3.5,2016-01-06T00:01:00Z,
57981,OcnA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,3343.3333,55.72222166666666,1676.0,1340.63,79.99,Pass,Oceanography,S116,01,4.2,3.333333333333333,2.5,3.857142857142857,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2015-09-10T17:26:00Z,4.0,4.333333333333333,4.142857142857143,4.0,2015-11-17T15:38:00Z,
58178,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,3502.0004,58.36667333333333,1676.0,1580.29,94.29,Pass,Oceanography,S116,01,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2015-09-09T16:49:00Z,3.75,4.0,3.857142857142857,4.0,2015-09-18T16:26:00Z,
66740,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,965.2994,16.08832333333333,1676.0,1663.0,99.22,Pass,Oceanography,S116,01,4.0,3.0,3.0,3.571428571428572,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2015-09-09T14:08:00Z,4.0,3.6666666666666665,3.857142857142857,3.5,2015-09-12T22:46:00Z,
67920,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,4094.9995,68.24999166666666,1676.0,1572.45,93.82,Pass,Oceanography,S116,01,4.8,4.333333333333333,4.5,4.571428571428571,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2015-09-09T14:25:00Z,5.0,4.666666666666667,4.857142857142857,5.0,2015-09-16T01:16:00Z,
76891,OcnA-S116-01,F,Other,Approved/Enrolled,2334.5502,38.90917,1676.0,1536.56,91.68,Pass,Oceanography,S116,01,,,,,,,,,,,,,,,,,,,,,
85355,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,594.6165,9.910275,1676.0,471.2,28.11,Fail,Oceanography,S116,01,,,,,,,,,,,,,,,,,,,,,
85644,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1632.4,27.206666666666667,1676.0,1360.35,81.17,Pass,Oceanography,S116,01,,,,,,,,,,,,,,,,,,,,,
86349,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1601.1335,26.685558333333333,1676.0,1564.96,93.37,Pass,Oceanography,S116,01,,,,,,,,,,,,,,,,,,,,,
86460,OcnA-S116-01,F,Other,Approved/Enrolled,1891.1999,31.519998333333334,1676.0,1515.73,90.44,Pass,Oceanography,S116,01,4.2,3.6666666666666665,3.5,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2015-09-09T17:42:00Z,4.5,5.0,4.714285714285714,2.0,2015-12-10T19:07:00Z,
86758,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3742.8836,62.381393333333335,1676.0,1603.7,95.69,Pass,Oceanography,S116,01,4.6,3.0,3.5,3.857142857142857,4.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,2015-09-09T15:00:00Z,4.75,4.666666666666667,4.714285714285714,4.0,2015-09-17T15:51:00Z,
86836,OcnA-S116-01,F,Course Unavailable at Local School,Dropped,46.6833,0.778055,1676.0,50.0,2.98,Fail,Oceanography,S116,01,,,,,,,,,,,,,,,,,,,,,
86943,OcnA-S116-01,M,Scheduling Conflict,Approved/Enrolled,1377.5666,22.959443333333336,1676.0,1218.07,72.68,Pass,Oceanography,S116,01,4.4,3.6666666666666665,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2015-09-12T22:53:00Z,4.25,4.0,4.142857142857143,4.0,2015-09-12T22:57:00Z,
87970,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3123.3502,52.055836666666664,1676.0,1472.12,87.84,Pass,Oceanography,S116,01,4.2,5.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,2015-09-09T16:56:00Z,5.0,4.666666666666667,4.857142857142857,4.0,2015-09-14T16:54:00Z,
88440,OcnA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,2600.1334,43.33555666666667,1676.0,1364.64,81.42,Pass,Oceanography,S116,01,4.6,4.0,3.5,4.285714285714286,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2015-09-09T17:23:00Z,4.25,4.0,4.142857142857143,4.0,2015-10-05T18:28:00Z,
88854,OcnA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,762.5997,12.709995,1676.0,1333.13,79.54,Pass,Oceanography,S116,01,,,,,,,,,,,,,,,,,,,,,
89114,OcnA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1092.3662,18.20610333333333,1676.0,1595.85,95.22,Pass,Oceanography,S116,01,4.0,3.6666666666666665,3.0,3.857142857142857,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2015-09-10T15:35:00Z,4.0,3.6666666666666665,3.857142857142857,2.5,2015-09-15T00:26:00Z,
89435,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,6348.4492,105.80748666666666,1676.0,1600.66,95.5,Pass,Oceanography,S116,01,5.0,3.6666666666666665,4.5,4.428571428571429,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2015-09-12T18:02:00Z,4.75,3.6666666666666665,4.285714285714286,4.5,2015-09-12T15:56:00Z,
89487,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,2151.1498,35.85249666666667,1676.0,1436.27,85.7,Pass,Oceanography,S116,01,5.0,4.0,4.5,4.571428571428571,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2015-09-10T14:57:00Z,,,,,,
90562,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1389.3161,23.155268333333332,1676.0,1388.47,82.84,Pass,Oceanography,S116,01,,3.333333333333333,4.5,3.4285714285714284,4.0,3.0,5.0,,1.0,4.0,4.0,4.0,3.0,5.0,2015-09-11T18:14:00Z,4.75,4.333333333333333,4.571428571428571,4.5,2015-09-16T18:44:00Z,
90861,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,2454.3332,40.90555333333334,1676.0,1508.25,89.99,Pass,Oceanography,S116,01,4.2,4.0,3.0,4.142857142857143,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2015-09-13T23:19:00Z,,,,,,
90928,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,3900.2504,65.00417333333333,1676.0,1244.07,74.23,Pass,Oceanography,S116,01,,,,,,,,,,,,,,,,,,,,,
91635,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3797.3334,63.28889,1676.0,1275.57,76.11,Pass,Oceanography,S116,01,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2015-09-16T00:16:00Z,3.0,3.0,3.0,2.5,2015-12-10T15:57:00Z,
91818,OcnA-S116-01,M,Other,Approved/Enrolled,1651.5005,27.525008333333336,1676.0,1622.76,96.82,Pass,Oceanography,S116,01,4.0,3.6666666666666665,3.5,3.857142857142857,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2015-09-21T13:39:00Z,3.75,4.0,3.857142857142857,3.5,2015-09-21T13:40:00Z,
54282,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,2025.1672,33.752786666666665,1676.0,1586.65,94.67,Pass,Oceanography,S116,02,3.4,2.0,3.5,2.7142857142857144,3.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2015-09-10T11:54:00Z,,,,,,
54342,OcnA-S116-02,F,Learning Preference of the Student,Approved/Enrolled,1581.0831,26.351385,1676.0,1244.45,74.25,Pass,Oceanography,S116,02,4.0,3.0,3.5,3.571428571428572,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2015-09-09T13:16:00Z,,,,,,
68476,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,969.4666,16.157776666666667,1676.0,1588.29,94.77,Pass,Oceanography,S116,02,4.0,3.6666666666666665,4.0,3.857142857142857,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2015-09-08T20:08:00Z,,,,,,
85410,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,6771.9673,112.86612166666667,1676.0,1572.5,93.82,Pass,Oceanography,S116,02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2015-09-09T11:49:00Z,,,,,,
85482,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,1822.5494,30.375823333333337,1676.0,1443.32,86.12,Pass,Oceanography,S116,02,,,,,,,,,,,,,,,,,,,,,
85487,OcnA-S116-02,F,Course Unavailable at Local School,Dropped,0.5833,0.009721666666666667,1676.0,0.0,0.0,Fail,Oceanography,S116,02,3.4,4.333333333333333,3.0,3.7142857142857135,3.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2015-09-28T17:46:00Z,,,,,,
86133,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,1581.7665,26.362775,1676.0,1367.56,81.6,Pass,Oceanography,S116,02,4.4,4.0,3.5,4.285714285714286,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2015-09-09T13:05:00Z,,,,,,
86689,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,2457.1828,40.953046666666665,1676.0,1316.2,78.53,Pass,Oceanography,S116,02,5.0,4.0,3.0,4.571428571428571,5.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,2015-09-09T17:09:00Z,,,,,,
87001,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,1202.6335,20.043891666666664,1676.0,1300.25,77.58,Pass,Oceanography,S116,02,4.2,3.6666666666666665,4.5,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,2015-09-09T14:40:00Z,,,,,,
87122,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,546.4335,9.107225,1676.0,230.0,13.72,Fail,Oceanography,S116,02,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2015-09-10T11:47:00Z,,,,,,
87209,OcnA-S116-02,F,Learning Preference of the Student,Approved/Enrolled,3755.1506,62.58584333333333,1676.0,1443.85,86.15,Pass,Oceanography,S116,02,3.8,3.333333333333333,3.5,3.571428571428572,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2015-09-09T13:23:00Z,,,,,,
88166,OcnA-S116-02,F,Scheduling Conflict,Approved/Enrolled,2137.7164,35.62860666666666,1676.0,1439.77,85.91,Pass,Oceanography,S116,02,5.0,3.0,3.0,4.142857142857143,5.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,2015-09-10T15:31:00Z,,,,,,
88168,OcnA-S116-02,F,Scheduling Conflict,Approved/Enrolled,2885.7832,48.09638666666667,1676.0,1607.2,95.89,Pass,Oceanography,S116,02,4.8,3.6666666666666665,3.5,4.285714285714286,4.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2015-09-10T14:34:00Z,,,,,,
90090,OcnA-S116-02,F,Other,Approved/Enrolled,1430.217,23.83695,1676.0,1627.4,97.1,Pass,Oceanography,S116,02,5.0,4.0,3.5,4.571428571428571,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2015-09-11T15:23:00Z,,,,,,
92021,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,758.3668,12.639446666666666,1676.0,1458.25,87.01,Pass,Oceanography,S116,02,5.0,4.666666666666667,4.5,4.857142857142857,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2015-09-23T17:10:00Z,,,,,,
88307,OcnA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,1811.9338,30.198896666666666,1480.0,871.63,58.89,Pass,Oceanography,S116,03,4.4,3.0,3.0,3.857142857142857,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,2015-09-09T16:56:00Z,4.25,1.3333333333333333,3.0,3.5,2016-01-08T17:51:00Z,
47979,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1598.6166,26.643610000000002,1833.0,1492.73,81.44,Pass,Oceanography,S216,01,4.0,3.6666666666666665,2.5,3.857142857142857,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2016-01-27T13:04:00Z,,,,,,
62175,OcnA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,1403.6834,23.39472333333333,1833.0,1341.52,73.19,Pass,Oceanography,S216,01,3.2,2.0,2.5,2.7142857142857144,3.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2016-02-07T22:57:00Z,,,,,,
68022,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,39.7504,0.6625066666666667,1833.0,1683.91,91.87,Pass,Oceanography,S216,01,4.8,4.0,3.5,4.428571428571429,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2016-02-05T20:57:00Z,,,,,,
76443,OcnA-S216-01,F,Course Unavailable at Local School,Withdrawn,100.3334,1.6722233333333334,1833.0,749.0500000000001,40.86,Fail,Oceanography,S216,01,3.6,4.0,2.5,3.857142857142857,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2016-02-14T20:52:00Z,,,,,,
80822,OcnA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,4538.4835,75.64139166666668,1833.0,1667.3,90.96,Pass,Oceanography,S216,01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2016-01-27T17:45:00Z,,,,,,
84932,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2573.4502,42.89083666666667,1833.0,1619.72,88.36,Pass,Oceanography,S216,01,5.0,4.666666666666667,4.5,4.857142857142857,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2016-02-07T18:22:00Z,,,,,,
86240,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1800.2174,30.003623333333334,1833.0,1318.05,71.91,Pass,Oceanography,S216,01,4.0,3.6666666666666665,3.5,3.857142857142857,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2016-01-28T14:35:00Z,,,,,,
86296,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,403.8,6.73,1833.0,1328.54,72.48,Pass,Oceanography,S216,01,3.6,3.0,3.0,3.2857142857142856,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2016-01-25T14:09:00Z,,,,,,
86340,OcnA-S216-01,F,Course Unavailable at Local School,Dropped,111.5834,1.8597233333333334,1833.0,358.75,19.57,Fail,Oceanography,S216,01,,,,,,,,,,,,,,,,,,,,,
86455,OcnA-S216-01,F,Other,Approved/Enrolled,2337.4167,38.956945000000005,1833.0,1689.0,92.14,Pass,Oceanography,S216,01,,,,,,,,,,,,,,,,,,,,,
86527,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2211.5331,36.858885,1833.0,1497.23,81.68,Pass,Oceanography,S216,01,4.4,4.0,3.0,4.285714285714286,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2016-01-27T14:23:00Z,,,,,,
87670,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1995.5832,33.25972,1833.0,1369.52,74.71,Pass,Oceanography,S216,01,4.8,5.0,5.0,4.857142857142857,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2016-01-26T14:47:00Z,,,,,,
